,SalePrice,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt
44,11.856515169360305,5,7.047517221357296,1,7.047517221357296,1,1959
45,12.675763725937609,9,7.468513271496337,2,7.468513271496337,2,2005
46,12.387085012375499,7,7.67275789664251,2,7.2682230211595655,1,2003
47,12.428015476267865,8,7.412160334945205,3,7.412160334945205,2,2006
48,11.635143097694478,4,7.280697195384741,0,6.601230118728877,2,1920
49,11.751942365440728,5,6.86171134048073,1,6.86171134048073,1,1966
50,12.083905011555967,6,7.293017679772782,2,6.677083461247136,2,1997
51,11.648330101976432,6,7.069874128458572,2,6.704414354964107,1,1934
52,11.608235644774552,5,6.704414354964107,2,6.704414354964107,1,1963
53,12.86099861326992,9,7.518607216815252,3,7.518607216815252,0,1981
54,11.77528972943772,5,7.215239978730097,2,5.950642552587727,1,1955
55,12.103486056755072,6,7.261927092702751,2,7.261927092702751,2,1964
56,12.058152515453552,8,7.461065514354283,2,6.877296071497429,2,1999
57,12.188417710291453,7,7.450079569807499,2,6.756932389247553,2,2004
58,12.991753427493052,10,7.987864096085687,3,7.251344983372214,3,2006
59,11.73526869611367,5,6.659293919683638,1,6.659293919683638,1,1972
60,11.970350312009105,6,7.05444965813294,2,7.05444965813294,1,2004
61,11.522875795823397,5,7.01301578963963,1,6.272877006546167,1,1920
62,12.218495165528731,8,7.222566018822171,2,7.222566018822171,2,2006
63,11.84939770159144,7,7.444248649496705,2,6.3561076606958915,2,1921
64,12.299107511497363,7,7.617759576608505,2,6.963189985870238,2,1997
65,12.666657052859417,8,7.813187267521416,3,7.04141166379481,2,2004
66,12.100712129872347,7,7.699389406256737,2,7.5740450053721995,2,1970
67,12.328290278254423,7,7.2991214627108,2,7.2813856635702825,2,2003
68,11.289781913656018,4,6.616065185132817,1,6.616065185132817,1,1945
69,12.323855681186558,7,7.734996194022781,2,7.1731917424865985,2,1953
70,12.404923504275338,7,7.706612913964197,2,7.706612913964197,2,1973
71,11.771436160121729,4,6.739336627357174,2,6.739336627357174,1,1982
72,12.128111104060462,7,7.4489161025442,2,6.723832440821209,2,1998
73,11.883799128308773,5,6.990256500493881,2,6.990256500493881,1,1954
74,11.584315461056901,3,7.380879035564116,1,6.733401891837359,2,1915
75,11.418614785498987,4,6.895682697747868,1,6.135564891081739,1,1973
76,11.818570237796182,4,6.858565034791365,1,6.858565034791365,1,1956
77,11.751942365440728,5,7.158513997329321,1,6.51025834052315,1,1948
78,11.824079893607152,4,7.477604243197589,0,7.477604243197589,2,1968
79,11.608235644774552,5,7.114769448366463,2,6.0867747269123065,1,1910
80,12.173032791451973,6,7.669495251007694,1,6.79794041297493,2,1968
81,11.941455846009388,6,7.198183577101943,2,7.1204443723924875,2,1998
82,12.409013489526863,8,7.354362330421477,3,7.354362330421477,2,2007
83,11.747997587149712,5,6.970730078143525,2,6.970730078143525,1,1960
84,12.034691028774553,7,7.295735072749282,2,5.950642552587727,2,1995
85,12.468436909997665,8,7.790282380703483,2,7.160845906664299,2,1991
86,12.066810578196666,6,7.352441100243583,2,6.52795791762255,2,2005
87,12.010665849187564,6,7.1098794630722715,2,6.416732282512326,2,2009
88,11.350406535472453,3,7.330405211844402,0,6.920671504248683,1,1915
89,11.724805824005728,4,6.897704943128636,0,6.897704943128636,1,1994
90,11.607326140391713,4,6.946975992135418,2,0.0,1,1950
91,11.498826540590727,5,7.118826249062078,2,7.118826249062078,1,1961
92,12.004568269319446,5,6.871091294610546,2,6.775366090936392,1,1921
93,11.804848531679264,6,7.736743682453495,2,7.101675971619444,2,1910
94,12.229545001715316,6,7.487733761436444,2,6.714170529909472,2,1997
95,12.128111104060462,6,7.293017679772782,2,6.522092798170152,2,1993
96,12.273731294003989,7,7.370230641807081,2,7.370230641807081,2,1999
97,11.458997122944673,4,6.866933284461882,1,6.866933284461882,1,1965
98,11.326595886778735,5,6.727431724850855,1,6.126869184114185,1,1920
99,11.76718001130949,4,7.110696122978827,0,6.856461984594587,1,1959
100,12.230765258120545,6,7.383989457978509,2,7.383989457978509,2,1977
101,12.089538829274222,6,7.4570320891223805,2,6.608000625296087,2,1985
102,11.686576205316552,5,7.336285660021297,2,0.0,2,1979
103,12.200557464842063,7,7.111512116496157,3,7.111512116496157,2,2009
104,12.040608205802641,7,7.505492274737424,1,6.946975992135418,1,1931
105,12.429216196844383,8,7.596894438144544,2,6.959398512133975,2,2003
106,11.512925464970229,4,6.953684210870537,1,6.46302945692067,1,1885
107,11.652687407345388,5,6.670766320845874,1,6.670766320845874,1,1948
108,11.652687407345388,5,7.324489979348532,0,6.675823221634848,2,1919
109,12.154779351142624,6,7.519692404116539,2,7.519692404116539,2,1977
110,11.82700601127654,6,7.5256399750415355,1,6.901737206656574,2,1954
111,12.100712129872347,7,7.265429723253953,2,5.950642552587727,2,2000
112,12.858319703517948,7,7.899524472032198,3,7.142036574706803,2,2007
113,12.287652632522597,6,7.7226775164680035,2,7.500529485395295,2,1953
114,12.46651198158808,6,7.749322464660356,1,6.93537044601511,2,1945
115,12.078239274020289,6,7.284820912568604,2,6.591673732008658,2,1999
116,11.842229212112828,5,6.9957661563048505,1,6.9957661563048505,1,1962
117,11.951180395901384,5,7.025538314638521,2,7.025538314638521,1,2006
118,12.676076274775909,7,8.07775756373692,3,7.422373700986824,3,1990
119,12.007560729337492,6,7.283448228756631,2,6.590301048196686,2,2005
120,12.100712129872347,6,6.895682697747868,2,6.843749949006225,1,1969
121,11.512925464970229,4,7.023758954738443,1,6.595780513961311,1,1939
122,11.820410164718188,6,6.984716320118266,1,6.984716320118266,1,1958
123,11.94405831982697,6,7.089243155027514,2,7.089243155027514,2,1993
124,12.106252310247962,6,7.368970402194793,2,7.216709486709457,2,1979
125,11.344506813345266,6,6.625392368007956,0,6.253828811575473,1,1935
126,11.759785542901755,6,6.86484777797086,2,6.982862751468942,2,1976
127,11.37366339763672,5,6.733401891837359,0,6.51025834052315,1,1930
128,11.951180395901384,6,7.206377291472252,2,6.492239835020471,1,1966
129,11.918390573078392,5,6.959398512133975,2,6.915723448631314,1,1958
130,12.328290278254423,7,7.676473646389156,2,6.828712071641684,2,1966
131,12.404923504275338,6,7.627544390488503,2,6.899723107284872,2,2000
132,11.923378114589433,5,7.190676034332207,2,6.968850378341948,1,1959
133,12.301382825334498,8,7.16703787691222,2,7.144407180321139,2,2001
134,12.100712129872347,5,7.450660796211539,2,7.2868764117507,2,1968
135,12.066810578196666,7,7.427738840532894,2,7.1731917424865985,2,1970
136,11.870599909242044,5,7.101675971619444,1,7.101675971619444,2,1967
137,12.049418835484797,7,7.580189417944541,3,7.553286605600419,3,1988
138,12.345834587905333,8,7.524021415206125,3,6.911747300251674,2,1999
139,12.352335152508426,6,7.475339236566737,2,6.833031732786201,2,1997
140,11.652687407345388,4,6.761572768804055,0,6.761572768804055,1,1971
141,12.468436909997665,7,7.458186157340487,2,7.458186157340487,2,2005
142,12.01974306733868,5,7.233455418621439,2,6.813444599510896,2,1952
143,12.225875272826354,7,7.313886831633462,2,7.306531398939505,2,1999
144,11.736069016284437,5,7.454719949364001,2,7.454719949364001,2,1963
145,11.77528972943772,6,7.443663683115591,2,6.877296071497429,2,2004
146,11.56171562913966,5,6.774223886357614,1,6.5722825426940075,1,1931
147,12.312682380588432,7,7.618251097876695,2,6.784457062637643,2,2001
148,11.856515169360305,7,6.984716320118266,0,6.984716320118266,1,2004
149,11.652687407345388,5,7.203405521083095,1,6.79794041297493,1,1936
150,11.711776323715394,5,6.876264611890766,2,6.876264611890766,1,1975
151,12.827729194939907,8,7.444248649496705,3,7.444248649496705,2,2007
152,12.154779351142624,6,7.597396320212795,2,6.715383386334681,2,1971
153,12.367340793126296,6,7.132497551660044,2,7.379008127628304,1,1960
154,11.736069016284437,6,7.090076835776092,1,7.090076835776092,1,1923
155,11.27720313144916,6,6.999422467507961,0,6.349138991379798,1,1924
156,11.603679828238693,5,6.946975992135418,2,0.0,1,1950
157,12.504323669331189,8,7.584773077612199,3,6.651571873589727,2,2009
158,12.448626590364206,7,7.5740450053721995,2,6.898714534329988,2,2004
159,12.676076274775909,7,7.808729306744399,2,7.238496840894365,2,2005
160,11.998433280751929,6,7.116394144093465,2,7.116394144093465,2,1984
161,12.929991484756872,9,7.889084407035514,3,7.360103972989152,2,2003
162,12.301382825334498,7,7.340186835320115,2,7.340186835320115,2,2005
163,11.544424132029599,4,6.782192056006791,0,6.782192056006791,1,1956
164,11.931635799828413,6,7.38770923908104,1,7.046647277848756,2,1926
165,11.755871643580617,5,7.2115567333138015,0,6.467698726104354,2,1940
166,12.154779351142624,5,7.532088143541722,1,7.388327859577107,1,1955
167,12.693498620467778,8,7.6783263565068856,3,7.366445148327599,1,2007
168,12.119969946476761,7,7.450079569807499,2,6.733401891837359,2,2004
169,12.337100907936577,8,7.442492722794441,2,7.430114138561801,2,1981
170,11.763684183317412,5,7.231287004327616,2,6.579251212010101,1,1941
171,12.2783933071098,6,7.412160334945205,2,6.984716320118266,1,1960
172,12.384218830913648,7,7.4770384723196965,2,6.96979066990159,2,1987
173,12.0015054797889,6,7.216709486709457,2,7.216709486709457,1,1961
174,12.122691036591123,6,7.409136443920128,2,7.381501894506707,2,1986
175,12.400816722322686,6,7.67693714581808,2,7.091742115095153,2,1950
176,12.259613412458204,6,7.630461261783627,2,7.048386408721883,2,1988
177,12.058152515453552,5,7.560080465021827,2,6.9584483932976555,2,1958
178,13.1260306447518,9,7.711548979629146,3,7.703459047867175,2,2008
179,11.512925464970229,5,6.875232087276577,2,6.875232087276577,1,1923
180,12.083905011555967,6,7.329749689041512,2,6.628041376179533,2,2000
181,12.206572520571825,7,7.496652438168283,1,6.675823221634848,1,1920
182,11.695247021764184,5,7.200424892944957,1,0.0,1,1957
183,12.206072645530174,7,7.641084249174914,2,7.216709486709457,2,2003
184,11.751942365440728,5,7.132497551660044,2,6.222576268071369,1,1908
185,13.071070083016778,10,8.190908881182514,3,7.009408932708637,2,1892
186,12.061046873479915,7,7.104144092987527,2,7.080026499922591,2,1990
187,11.813030057420567,5,7.412160334945205,1,6.492239835020471,2,1916
188,11.940393392554734,5,7.1098794630722715,2,6.990256500493881,0,1979
189,12.56374708980199,8,7.373374309910049,2,7.373374309910049,1,2001
190,12.66032791780777,8,7.910957382845589,2,6.748759547491679,2,1932
191,12.122691036591123,7,7.2991214627108,2,6.586171654854675,1,1972
192,12.165250651009918,7,7.266128779556451,2,7.266128779556451,2,1999
193,11.77528972943772,7,7.443663683115591,2,6.877296071497429,2,2004
194,11.751942365440728,5,6.761572768804055,1,6.761572768804055,1,1972
195,11.908340237224891,6,7.283448228756631,2,6.75110146893676,2,1976
196,12.650348126203179,7,7.453561871643373,3,7.453561871643373,2,2007
197,12.367340793126296,8,8.043020885298283,2,7.215239978730097,2,1918
198,11.55214617812351,6,7.709308333385869,0,6.626717749249025,1,1912
199,12.524162674153336,8,7.44600149832412,3,7.44600149832412,2,2004
200,11.84939770159144,4,7.02197642307216,2,7.02197642307216,2,2003
201,12.052338545588132,6,7.153833801578843,2,7.086737934510577,2,1977
202,11.626254150277232,6,7.177782416195197,1,6.424869023905388,2,1924
203,11.911701584927597,6,6.742880635791903,2,6.742880635791903,1,2004
204,11.608235644774552,5,7.157735484249907,1,6.579251212010101,1,1947
205,12.103486056755072,7,7.273786317844895,2,7.261225091971921,2,1990
206,11.876873892875459,5,7.4360278163518485,1,7.038783541388542,1,1962
207,11.856515169360305,4,7.003065458786462,1,7.003065458786462,1,1960
208,12.531772785169476,7,7.631431664576906,2,7.053585727193677,2,1988
209,11.884489021402711,6,6.9957661563048505,2,6.9957661563048505,1,1964
210,11.49272275765271,5,6.761572768804055,0,6.761572768804055,1,1925
211,12.133501952695338,6,7.10002716662926,2,7.10002716662926,2,2009
212,12.439871229831715,7,7.524021415206125,2,6.802394763324311,2,2009
213,11.957611286231675,5,6.897704943128636,2,6.897704943128636,1,1995
214,11.993807212363148,6,7.238496840894365,1,6.535241271013659,1,1977
215,11.80894766169701,5,7.119635638017636,1,6.975413927455952,1,1957
216,12.254862809699606,7,7.269616749608169,2,7.269616749608169,2,2004
217,11.580584113444043,4,7.191429330036379,1,6.530877627725885,1,1925
218,12.649154617209645,7,7.577633832602728,2,6.682108597449809,1,1939
219,12.0271851854705,7,7.129297548929373,2,7.129297548929373,2,2005
220,12.230277334226992,7,7.311886164077165,2,7.311886164077165,2,2006
221,12.206072645530174,6,7.726212650507529,2,6.917705609835305,2,2002
222,12.100156419938624,6,7.347299700743164,2,6.569481420414296,2,1975
223,11.48246625748552,4,6.761572768804055,2,6.761572768804055,1,1971
224,12.864240107194092,10,7.779885115070522,3,7.779885115070522,2,2003
225,11.626254150277232,5,7.171656822768514,1,6.4457198193855785,2,1971
226,12.577636201962656,7,7.832014180505469,3,7.0925737159746784,2,1995
227,11.571194373094205,6,6.894670039433482,1,6.180016653652572,1,1970
228,11.736069016284437,5,6.815639990074331,1,6.815639990074331,1,1967
229,12.167851432709975,7,7.349230824613334,2,7.224753405767971,2,2005
230,11.904967552746252,6,7.085064293952548,1,7.085064293952548,1,1959
231,12.90669184092882,8,7.935229539816907,3,7.2875606403097235,2,1995
232,11.456355113481834,6,6.894670039433482,1,6.180016653652572,1,1972
233,11.761346823468706,5,6.795705775173514,1,6.795705775173514,1,1976
234,12.285345826424681,6,7.580699752224563,2,6.756932389247553,2,2002
235,11.401993904262946,6,6.894670039433482,1,6.180016653652572,1,1971
236,12.130810161029627,7,7.254177846456518,2,7.254177846456518,2,2004
237,12.178187442040638,7,7.463936604468925,2,6.903747257584598,2,1993
238,12.669806661762314,8,7.434847875211999,3,7.434847875211999,2,2007
239,11.635143097694478,6,7.304515946460155,1,6.5998704992128365,1,1945
240,12.478006361013815,8,7.356279876550748,2,7.356279876550748,2,2008
241,11.612770799939945,5,6.763884908562435,0,6.530877627725885,1,1945
242,11.27720313144916,5,7.272398392570047,1,6.29156913955832,1,1900
243,11.695247021764184,6,7.104144092987527,1,6.439350371100098,1,1980
244,12.230765258120545,7,7.6544432264701125,2,6.854354502255021,2,1994
245,12.394624752074764,7,7.534762657037537,2,7.520234556474628,2,1988
246,11.827736204810263,6,7.564238475170491,1,6.927557906278317,2,1910
247,11.84939770159144,6,7.226209010100671,2,7.220373836723949,1,1954
248,12.100712129872347,7,7.419380582918692,2,6.733401891837359,2,2003
249,12.531772785169476,6,7.670428522190693,2,7.275172319452771,2,1958
250,11.245046019814627,3,7.174724309836376,0,6.590301048196686,1,1940
251,12.367340793126296,8,7.393263094763838,2,7.360739903058278,2,2006
252,12.061046873479915,6,7.402451520818244,2,6.682108597449809,2,2004
253,11.970350312009105,6,7.171656822768514,1,7.171656822768514,2,1964
254,11.884489021402711,5,7.1808311990445555,1,7.1808311990445555,1,1957
255,12.345834587905333,7,7.736743682453495,2,6.882437470997847,2,1999
256,12.24288661865289,6,7.454719949364001,2,6.761572768804055,2,2003
257,12.301382825334498,7,7.38025578842646,2,7.38025578842646,2,2006
258,12.352335152508426,7,7.491087593534876,2,6.870053411798126,2,2001
259,11.48246625748552,5,6.782192056006791,1,0.0,1,1956
260,12.078239274020289,6,7.231287004327616,2,7.216709486709457,1,1962
261,12.528156144699286,8,7.853216388156072,3,7.301147805856032,2,2007
262,11.925035115797062,6,7.10002716662926,2,6.226536669287466,1,1977
263,11.77528972943772,5,7.182352111885263,2,6.8308742346461795,1,1929
264,11.198214720130528,5,6.638567789166521,2,6.522092798170152,1,1925
265,12.075394321888057,6,7.259819610363186,2,7.259819610363186,2,1981
266,12.128111104060462,6,7.32052696227274,2,6.687108607866515,2,1997
267,12.097930486910471,5,7.692569648067906,1,6.579251212010101,2,1939
268,11.699405031912846,5,6.656726524178391,1,6.606650186198215,1,1940
269,11.904967552746252,6,7.014814351275545,1,7.04141166379481,1,1976
270,12.491251587763836,8,7.569927655242652,3,6.9985096422506015,2,2006
271,12.394624752074764,7,7.217443431696533,2,7.233455418621439,1,1954
272,12.577636201962656,8,7.727535110475448,3,7.049254841255837,2,1999
273,11.842229212112828,6,7.397561535524052,1,7.122866658599083,2,1958
274,11.732060994886899,5,6.704414354964107,1,6.704414354964107,1,1982
275,12.230765258120545,7,7.344719054149673,2,6.858565034791365,2,1925
276,12.211060187041213,7,7.352441100243583,2,7.352441100243583,2,2003
277,11.856515169360305,4,6.761572768804055,2,6.761572768804055,1,1951
278,12.936751613811438,9,7.659642954564682,3,7.659642954564682,2,2006
279,12.165250651009918,7,7.611842399580417,2,7.05617528410041,2,1977
280,12.339291489316397,7,7.591861714889934,2,6.693323668269949,2,1989
281,12.128111104060462,6,7.140453043101158,2,7.140453043101158,2,2006
282,12.24288661865289,7,7.1808311990445555,2,7.1808311990445555,2,2007
283,12.407379502235209,8,7.291656209174461,3,7.291656209174461,2,2008
284,12.096257779522967,6,7.362010551259734,2,7.362010551259734,2,1992
285,12.011880916165731,7,7.1308988302963465,2,6.437751649736401,2,2006
286,11.976659481202368,6,7.458186157340487,2,6.815639990074331,1,1962
287,11.385092093460344,4,6.754604099487962,0,6.754604099487962,1,1971
288,11.711776323715394,5,6.802394763324311,1,6.782192056006791,1,1967
289,11.941944326032129,6,7.241366283322318,1,6.548219102762372,1,1915
290,12.359780370124389,8,7.5595594960077,2,6.983789965258135,2,2006
291,11.819674600139235,5,7.447751280047908,0,6.659293919683638,2,1912
292,11.782952602183288,5,7.447751280047908,1,6.643789733147672,1,1949
293,12.367340793126296,7,7.724446645633537,2,6.678342114654332,2,1977
294,12.025749091398891,6,7.404887575616125,2,7.255591274253665,1,1953
295,11.867097278690842,6,6.910750787961936,2,6.910750787961936,1,1984
296,11.931635799828413,5,7.351158226430694,1,6.813444599510896,1,1950
297,12.384218830913648,7,7.575584651557793,2,6.882437470997847,2,1997
298,12.072541252905651,6,7.463363045520021,2,6.553933404025811,1,1968
299,11.973509872299472,6,7.049254841255837,1,6.9957661563048505,1,1950
300,11.964001084330445,5,7.197435354096591,1,7.060476365999801,1,1953
301,12.495003937382387,8,7.804659297056102,2,6.93537044601511,2,1998
302,12.230765258120545,7,7.340186835320115,3,7.340186835320115,2,2001
303,11.917723684090689,5,6.795705775173514,2,6.795705775173514,1,1972
304,12.594730635321957,7,8.158516244806831,3,7.293017679772782,3,1880
305,12.631013530138995,8,7.600902459542082,3,7.600902459542082,2,2004
306,12.323855681186558,7,7.715569534520208,3,6.551080335043404,2,1990
307,11.401993904262946,6,7.2485040723706105,0,5.765191102784844,1,1920
308,11.320553572322773,4,6.7580945044277305,2,6.7580945044277305,1,1940
309,12.793859310432293,9,7.572502985020384,3,7.547501682814967,2,2003
310,12.017330520933296,6,7.313886831633462,2,6.546785410760524,2,1993
311,11.790557201568507,6,6.879355804460439,1,6.879355804460439,1,1948
312,11.694413341015606,5,7.0192966537150445,2,6.675823221634848,1,1939
313,12.834681304952548,7,7.618742377670413,2,7.666690200080086,2,1965
314,12.089538829274222,7,7.403061091090091,2,6.590301048196686,1,1925
315,12.146853285870202,7,7.266827347520591,2,6.573680166960646,2,2004
316,12.468436909997665,7,7.763446388727362,2,6.739336627357174,2,1980
317,12.506177237980511,8,7.580189417944541,3,6.992096427415888,2,2006
318,12.468436909997665,7,7.880804344674901,3,7.205635176410364,2,1993
319,12.141534124392603,7,7.294377299288821,2,7.22402480828583,2,1980
320,12.7444443677961,9,7.86172707782398,3,7.130098510125578,3,2006
321,12.777052192115912,8,7.811163385025279,3,7.035268599281097,2,2004
322,12.614865543731012,7,7.912056888179006,2,7.31455283232408,2,1986
323,11.745425111208464,3,7.0587581525186645,1,7.057897937411856,1,1955
324,12.396693005138824,7,7.999007213243955,2,6.565264970035361,2,1967
325,11.37366339763672,5,6.688354713946762,2,6.579251212010101,1,1941
326,12.688498794774466,8,7.449498005382849,2,7.449498005382849,1,1993
327,11.886211674714158,6,7.232010331664759,1,7.232010331664759,1,1960
328,12.27606501735021,6,7.665753431861699,2,6.738152494595957,2,1916
329,11.26446410567173,5,7.083387847625295,1,6.39024066706535,1,1920
330,11.686878772093667,5,7.454719949364001,1,7.454719949364001,2,1964
331,11.842229212112828,5,6.962243464266207,1,6.962243464266207,1,1958
332,12.556729517143344,8,7.395721608602045,3,8.072779333169498,2,2003
333,12.240474072247506,7,7.213768308118642,2,7.213768308118642,2,2004
334,12.165250651009918,6,7.401231264413015,2,6.849066282633458,2,1998
335,12.341258918085241,5,7.487733761436444,2,7.312553498102598,2,1965
336,12.841129801965447,9,7.561121589530238,3,7.561121589530238,2,2005
337,12.273731294003989,7,7.336936913707618,2,7.336936913707618,2,2002
338,12.218495165528731,7,7.390798521735676,2,7.0967213784947605,2,1984
339,11.951180395901384,6,7.102499355774649,1,7.102499355774649,1,1958
340,12.220468525813907,8,7.553810852008231,2,6.874198495453294,2,2002
341,11.314474526246391,4,6.734591659972948,1,6.580639137284949,1,1950
342,11.379394072345706,3,6.946975992135418,2,0.0,2,1949
343,12.491251587763836,9,7.428927194802272,2,7.428927194802272,2,2005
344,11.350406535472453,5,7.013915474810528,1,6.284134161070802,1,1976
345,11.850825253582627,6,7.3632795869630385,1,6.879355804460439,1,1939
346,11.928340903931561,6,6.86484777797086,1,6.86484777797086,1,1960
347,11.967180737247824,6,7.298445101508147,2,7.298445101508147,2,1960
348,11.944707881395766,7,7.3938782901077555,2,6.638567789166521,2,2003
349,12.988040814744458,9,7.911324018963353,3,7.521859252201629,2,2005
350,12.669998467265833,9,7.533158807455563,2,7.533158807455563,2,2007
351,12.154779351142624,7,7.2813856635702825,2,7.2813856635702825,1,1986
352,11.461632170582678,5,7.01301578963963,1,6.423246963533519,1,1941
353,11.570250531589497,6,6.579251212010101,2,6.436150368369428,1,1928
354,11.84939770159144,6,7.374629015218945,1,6.84587987526405,1,1940
355,12.086725887897607,6,7.090076835776092,2,7.090076835776092,2,1995
356,12.061046873479915,6,7.062191632286556,2,7.05444965813294,2,1992
357,11.805595078933049,5,7.040536390215956,2,7.040536390215956,1,1976
358,11.77528972943772,5,7.20934025660291,1,6.967909201801884,1,1958
359,12.542544882151386,8,7.562161631225652,2,6.990256500493881,2,1998
360,11.957611286231675,6,6.815639990074331,2,6.78897174299217,1,1978
361,11.884489021402711,5,7.316548177182976,1,6.78332520060396,1,1940
362,12.198544379109382,7,7.561121589530238,2,0.0,3,2003
363,11.678439903447801,6,6.894670039433482,1,6.180016653652572,1,1972
364,12.154779351142624,6,7.3613754289773485,2,6.679599185844383,2,1976
365,11.898187865760873,5,7.203405521083095,1,6.51025834052315,1,1920
366,11.976659481202368,6,7.2399325913204695,2,7.2399325913204695,1,1963
367,12.013700752882718,6,7.266128779556451,1,7.002155954403621,1,1962
368,11.790557201568507,5,7.145196134997171,1,7.145196134997171,1,1954
369,11.99535161421452,5,7.160069207596127,2,6.968850378341948,1,1959
370,12.05757263721173,6,7.416979621381154,2,6.859614903654202,2,2000
371,11.808813773969108,4,7.370230641807081,2,0.0,2,1959
372,11.736069016284437,6,6.62273632394984,1,6.612041034833092,1,1984
373,11.719939634354555,5,7.1846291527173145,1,6.410174881966167,1,1953
374,12.299107511497363,7,7.564238475170491,2,6.741700694652055,2,2003
375,11.018629143155449,1,6.806829360392176,0,6.52649485957079,0,1922
376,11.904967552746252,5,6.81783057145415,2,6.76849321164863,1,1996
377,12.736700896592344,8,7.81035268372429,2,7.365180126021013,3,2004
378,12.885202034321916,9,7.526178913346146,3,7.526178913346146,1,2010
379,12.095141084822892,6,7.495541943884256,2,6.889591308354466,2,2000
380,11.751942365440728,5,7.43307534889858,1,6.933423025730715,2,1924
381,12.142866569626381,7,7.170888478512505,2,7.164720378771857,2,2006
382,12.271392111650817,7,7.493873886783559,2,6.844815479208263,2,2006
383,11.238488619268468,6,6.664409020350408,2,6.664409020350408,1,1928
384,12.388394202324129,6,7.577121930876679,2,7.365180126021013,2,1992
385,12.165250651009918,8,7.1459844677143876,2,7.135687347028144,2,2004
386,11.302204433654575,5,7.076653815443951,0,6.489204931325317,1,1910
387,11.736069016284437,6,7.025538314638521,1,6.947937068614969,1,1976
388,12.160028707028767,7,7.2991214627108,2,7.291656209174461,2,1999
389,12.962194625251508,10,7.754481547470383,3,7.427738840532894,2,2007
390,11.686878772093667,5,7.220373836723949,1,6.7580945044277305,1,1900
391,12.2783933071098,6,7.581209826196346,2,6.6895992691789665,2,2001
392,11.575900264131617,5,6.782192056006791,1,0.0,1,1959
393,11.512925464970229,4,6.669498089857879,0,6.669498089857879,1,1941
394,11.59910316121128,5,6.9411900550683745,1,6.5998704992128365,1,1940
395,11.76756768334381,5,7.042286171939743,1,7.042286171939743,1,1956
